total_parameters,total_training_time,test_accuracy
12088970,2899.97900390625,0.8854166865348816
2773949,1252.427978515625,0.903245210647583
1522890,730.7059936523438,0.9025440812110901
22257802,3594.23095703125,0.8977363705635071
3553034,1084.303955078125,0.8656851053237915
1576512,930.176025390625,0.8822115659713745
1576512,930.176025390625,0.8822115659713745
2038986,796.43798828125,0.9012419581413269
3373904,2188.15283203125,0.9123597741127014
2909147,1212.31591796875,0.9130609035491943
2909147,1211.698974609375,0.9063501358032227
1522890,707.72900390625,0.8881210088729858
1457034,714.7540283203125,0.8916265964508057
1457034,704.2509765625,0.9042468070983887
2616915,1046.89599609375,0.8868188858032227
3553034,1084.303955078125,0.8656851053237915
1457034,734.5599975585938,0.8932291865348816
1522890,707.72900390625,0.8881210088729858
5617418,1325.845947265625,0.8810096383094788
2792408,1230.06494140625,0.9009414911270142
22421642,3155.56396484375,0.8921273946762085
2909147,1211.698974609375,0.9063501358032227
3536475,1172.135986328125,0.893629789352417
2038986,778.2620239257812,0.8994390964508057
1457034,733.9010009765625,0.8985376358032227
2890688,1219.3289794921875,0.9103565812110901
21384074,3331.77783203125,0.8922275900840759
12088970,2899.97900390625,0.8854166865348816
1457034,734.5599975585938,0.8932291865348816
2038986,805.8489990234375,0.9011418223381042
2038986,804.9949951171875,0.9078525900840759
1457034,733.9010009765625,0.8985376358032227
5617418,1273.7979736328125,0.8707932829856873
1457034,681.5360107421875,0.8802083134651184
2903878,1208.9169921875,0.9121594429016113
2038986,796.43798828125,0.9012419581413269
2611002,1040.798095703125,0.8909254670143127
1457034,733.9010009765625,0.8985376358032227
2038986,804.7160034179688,0.9069511294364929
2038986,777.4920043945312,0.8985376358032227
30679178,3809.7529296875,0.8927283883094788
2909147,1211.698974609375,0.9063501358032227
2787139,1255.0269775390625,0.8984375
2903878,1208.9169921875,0.9121594429016113
3828707,1342.613037109375,0.9089543223381042
1522890,730.7059936523438,0.9025440812110901
1868225,1097.3399658203125,0.8838140964508057
1522890,717.2990112304688,0.9007411599159241
22421642,3153.34912109375,0.8779046535491943
1522890,736.114013671875,0.9001402258872986
2787785,1243.77001953125,0.8846153616905212
2787785,1241.759033203125,0.8839142918586731
940938,628.6920166015625,0.8912259340286255
2890688,1221.177978515625,0.9144631624221802
1457034,681.6669921875,0.8700921535491943
2038986,805.8489990234375,0.9011418223381042
1868225,1110.56298828125,0.8862179517745972
2787785,1241.759033203125,0.8839142918586731
2038986,791.6489868164062,0.9016426205635071
1522890,709.7100219726562,0.890625
21547914,2975.197998046875,0.866286039352417
1457034,681.6669921875,0.8700921535491943
2771002,1263.218994140625,0.9075520634651184
1457034,704.2109985351562,0.8736979365348816
1868225,1110.56298828125,0.8862179517745972
20510346,3101.261962890625,0.8733974099159241
3828707,1346.9990234375,0.8949319124221802
1522890,709.7100219726562,0.890625
2909147,1214.116943359375,0.9141626358032227
2771002,1263.218994140625,0.9075520634651184
1522890,736.114013671875,0.9001402258872986
2787785,1243.77001953125,0.8846153616905212
1522890,714.052978515625,0.8904246687889099
3292298,1170.05908203125,0.10006009787321091
8118666,1647.7900390625,0.8955328464508057
2909147,1212.31591796875,0.9130609035491943
30679178,3809.7529296875,0.8927283883094788
1522890,709.7100219726562,0.890625
2909147,1214.116943359375,0.9141626358032227
2773949,1252.427978515625,0.903245210647583
2792408,1226.2880859375,0.8889222741127014
21384074,3294.63818359375,0.8925280570983887
2038986,778.27197265625,0.8831129670143127
2792408,1227.383056640625,0.9003405570983887
2909147,1211.698974609375,0.9063501358032227
2890688,1221.177978515625,0.9144631624221802
2909147,1211.698974609375,0.9063501358032227
2038986,780.9239501953125,0.9031450152397156
1522890,731.5989990234375,0.8999398946762085
21384074,3330.281982421875,0.8914262652397156
1457034,703.8720092773438,0.8959335088729858
1522890,730.7059936523438,0.9025440812110901
1457034,681.5360107421875,0.8802083134651184
22257802,3594.23095703125,0.8977363705635071
1522890,714.447021484375,0.9004406929016113
1522890,714.447021484375,0.9004406929016113
2038986,805.8489990234375,0.9011418223381042
2903878,1208.571044921875,0.9099559187889099
2038986,792.5379638671875,0.9079527258872986
1522890,709.7100219726562,0.890625
1457034,712.22900390625,0.8908253312110901
1522890,731.5989990234375,0.8999398946762085
2787139,1255.0269775390625,0.8984375
3824084,1343.9580078125,0.9128605723381042
1522890,706.677978515625,0.8924278616905212
1457034,681.5360107421875,0.8802083134651184
1522890,708.9849853515625,0.8843148946762085
2038986,804.7160034179688,0.9069511294364929
2792408,1226.2880859375,0.8889222741127014
7681802,1483.7669677734375,0.8752003312110901
2038986,804.9949951171875,0.9078525900840759
1522890,714.052978515625,0.8904246687889099
