total_parameters,total_training_time,test_accuracy
943396,867.4560546875,0.8695913553237915
652329,738.3800048828125,0.8250200152397156
3989898,1096.39892578125,0.9173678159713745
1691442,765.1129760742188,0.9026442170143127
577418,610.0279541015625,0.8730969429016113
1006794,561.31494140625,0.9016426205635071
1571889,871.469970703125,0.8626803159713745
1983674,948.8680419921875,0.9217748641967773
3729162,1121.530029296875,0.8829126358032227
3729162,1121.530029296875,0.8829126358032227
1691442,762.4329833984375,0.9034455418586731
1686819,825.593994140625,0.9081530570983887
1664778,970.9719848632812,0.858473539352417
1488650,704.10400390625,0.6117788553237915
424842,489.42498779296875,0.8474559187889099
5742730,1865.22705078125,0.8573718070983887
2611002,970.2569580078125,0.9168669581413269
651039,714.72900390625,0.8633813858032227
651039,692.4420166015625,0.8651843070983887
767778,705.97998046875,0.7339743375778198
15037834,2427.56591796875,0.9234775900840759
490698,490.73101806640625,0.7593148946762085
1575993,872.06201171875,0.8723958134651184
5742730,1996.760009765625,0.8826121687889099
767778,641.68896484375,0.7518028616905212
767778,705.97998046875,0.7339743375778198
4166026,1345.072998046875,0.9249799847602844
23295370,3105.26611328125,0.9192708134651184
5742730,1869.7340087890625,0.8459535241127014
535590,733.155029296875,0.8392428159713745
1006794,574.5390014648438,0.9003405570983887
767778,705.97998046875,0.7339743375778198
2158521,1183.050048828125,0.9147636294364929
424842,483.6409912109375,0.8481570482254028
3729162,1116.44091796875,0.9073517918586731
3729162,1121.530029296875,0.8829126358032227
1983674,949.7109985351562,0.9166666865348816
652329,681.218017578125,0.8664863705635071
1687338,831.7429809570312,0.8986378312110901
3553034,916.6539916992188,0.9095553159713745
767778,691.1589965820312,0.7248597741127014
767778,691.1589965820312,0.7248597741127014
1225226,691.322998046875,0.9183694124221802
1687338,757.5479736328125,0.8965344429016113
1687338,830.18896484375,0.9066506624221802
652329,664.125,0.8361378312110901
826657,910.3720092773438,0.8690905570983887
3553034,908.8370361328125,0.9089543223381042
1687338,829.083984375,0.9063501358032227
651810,736.7659912109375,0.8420472741127014
1006794,563.9229736328125,0.8934294581413269
1488650,720.2900390625,0.7362780570983887
3729162,1157.31298828125,0.8907251358032227
1575993,857.2440185546875,0.8645833134651184
652329,664.125,0.8361378312110901
1686819,826.3410034179688,0.9124599099159241
652329,736.949951171875,0.827223539352417
1925514,877.051025390625,0.7215544581413269
3729162,1152.757080078125,0.9031450152397156
1488650,722.0780029296875,0.7426882982254028
1575993,855.8909912109375,0.8774038553237915
1571889,794.041015625,0.8730969429016113
424842,482.69097900390625,0.8353365659713745
1982509,963.7740478515625,0.9204727411270142
1227914,763.3380126953125,0.8143028616905212
3729162,1156.6390380859375,0.9027444124221802
1687338,829.083984375,0.9063501358032227
2897965,1077.989013671875,0.9252804517745972
1060010,818.863037109375,0.7918669581413269
490698,484.5299987792969,0.7664262652397156
3292298,951.7260131835938,0.8730969429016113
1925514,905.6329956054688,0.7615184187889099
1225226,692.675048828125,0.9119591116905212
15037834,2425.073974609375,0.9222756624221802
3995274,1438.52490234375,0.8657852411270142
1691442,832.1810302734375,0.9094551205635071
4166026,1321.3800048828125,0.9155648946762085
490698,491.75701904296875,0.7559094429016113
767778,705.791015625,0.7348757982254028
6491146,1445.20703125,0.9329928159713745
651039,713.833984375,0.8633813858032227
15037834,2438.5849609375,0.9249799847602844
5032842,1246.675048828125,0.41977164149284363
13290378,1844.739013671875,0.899338960647583
767778,705.97998046875,0.7339743375778198
652329,748.6500244140625,0.7963742017745972
14000266,2600.2568359375,0.9147636294364929
424842,489.17401123046875,0.8505609035491943
767778,670.126953125,0.7444911599159241
1574703,835.875,0.8893229365348816
5032842,1201.320068359375,0.46494391560554504
14000266,2552.7431640625,0.9074519276618958
14000266,2667.10205078125,0.9206730723381042
2611002,969.927001953125,0.9125601053237915
4705162,2069.594970703125,0.8763020634651184
14000266,2547.1728515625,0.8994390964508057
4426762,1251.3990478515625,0.9233773946762085
13290378,1904.02294921875,0.9081530570983887
651039,713.3079833984375,0.8564703464508057
2101642,1137.2239990234375,0.8698918223381042
6491146,1441.5379638671875,0.9274839758872986
2611002,969.927001953125,0.9125601053237915
1575993,872.06201171875,0.8723958134651184
651039,714.72900390625,0.8633813858032227
15037834,2438.5849609375,0.9249799847602844
12252810,2043.0059814453125,0.8743990659713745
4166026,1346.593017578125,0.9245793223381042
651039,713.3079833984375,0.8564703464508057
6491146,1442.5791015625,0.9301882982254028
3995274,1436.6820068359375,0.8566706776618958
1959754,883.8740234375,0.9267828464508057
652329,681.218017578125,0.8664863705635071
651039,714.72900390625,0.8633813858032227
651039,713.3079833984375,0.8564703464508057
3995274,1436.6820068359375,0.8566706776618958
5742730,1914.99609375,0.8456530570983887
14000266,2535.18798828125,0.8907251358032227
3995274,1438.52490234375,0.8657852411270142
651039,713.3079833984375,0.8564703464508057
1006794,574.3250122070312,0.9013421535491943
535590,757.9110107421875,0.10006009787321091
424842,503.6419982910156,0.8562700152397156
14873994,2793.783935546875,0.9261819124221802
14000266,2601.386962890625,0.9128605723381042
5032842,1253.135986328125,0.5800280570983887
14000266,2601.386962890625,0.9128605723381042
767778,704.5689697265625,0.7418870329856873
3729162,1114.5059814453125,0.9159655570983887
826657,910.3720092773438,0.8690905570983887
6054282,1250.822998046875,0.9185696840286255
1691442,812.4990234375,0.9073517918586731
651810,734.9140014648438,0.8464543223381042
3553034,917.678955078125,0.9091546535491943
1862956,1001.2440185546875,0.8933293223381042
643274,604.52099609375,0.8761017918586731
652329,736.2789916992188,0.8234174847602844
652329,736.2789916992188,0.8234174847602844
1691442,829.2449951171875,0.9064503312110901
652329,746.6319580078125,0.789963960647583
651039,713.3079833984375,0.8564703464508057
1115277,1054.97509765625,0.8721955418586731
1691442,828.35498046875,0.9058493375778198
652329,717.9760131835938,0.8280248641967773
1574703,830.4749755859375,0.8952323794364929
1575993,872.06201171875,0.8723958134651184
21547914,2561.5,0.9060496687889099
23295370,3064.76806640625,0.9274839758872986
6054282,1249.654052734375,0.9150640964508057
827822,898.614013671875,0.8713942170143127
1404042,960.7969970703125,0.8539663553237915
652329,736.949951171875,0.827223539352417
1571889,871.469970703125,0.8626803159713745
1232714,1415.1109619140625,0.8703926205635071
1687338,829.083984375,0.9063501358032227
3989898,1083.626953125,0.9161658883094788
1925514,878.6380004882812,0.7407852411270142
1687338,829.083984375,0.9063501358032227
1664778,932.9410400390625,0.8605769276618958
652329,663.9169921875,0.8333333134651184
767778,692.7850341796875,0.7390825152397156
1227914,785.6380004882812,0.7984775900840759
14000266,2540.1181640625,0.9031450152397156
14000266,2666.705078125,0.9237780570983887
424842,519.0,0.8366386294364929
4705162,1976.2030029296875,0.8839142918586731
6780298,1793.864013671875,0.7550080418586731
2275260,1128.825927734375,0.9233773946762085
14000266,2538.176025390625,0.8990384340286255
15037834,2438.5849609375,0.9249799847602844
1691442,798.8160400390625,0.9065504670143127
1687338,829.083984375,0.9063501358032227
1575993,856.4530029296875,0.8839142918586731
4863626,1416.179931640625,0.9301882982254028
4426762,1249.013916015625,0.9261819124221802
3989898,1057.929931640625,0.9254807829856873
944561,869.676025390625,0.8785055875778198
652329,738.3800048828125,0.8250200152397156
1006794,559.31201171875,0.9019430875778198
643274,622.7000122070312,0.8724960088729858
1687338,829.083984375,0.9063501358032227
826657,910.3720092773438,0.8690905570983887
767778,691.1589965820312,0.7248597741127014
767778,692.7850341796875,0.7390825152397156
490698,490.73101806640625,0.7593148946762085
4426762,1262.198974609375,0.9268830418586731
14000266,2535.18798828125,0.8907251358032227
1488650,753.9609985351562,0.7847555875778198
1691442,832.1810302734375,0.9094551205635071
1575993,845.1510009765625,0.8890224099159241
1006794,566.4530029296875,0.8994390964508057
652329,748.6500244140625,0.7963742017745972
358986,530.906005859375,0.8293269276618958
15911562,2626.375,0.9325921535491943
3995274,1437.0150146484375,0.84765625
4166026,1320.238037109375,0.9114583134651184
15037834,2440.10107421875,0.9221754670143127
3190689,1254.260986328125,0.9309895634651184
23295370,3064.76806640625,0.9274839758872986
767778,705.97998046875,0.7339743375778198
14000266,2600.99609375,0.9148637652397156
3995274,1384.31103515625,0.8540664911270142
14000266,2552.7431640625,0.9074519276618958
767778,705.97998046875,0.7339743375778198
15911562,2626.375,0.9325921535491943
2275260,1128.825927734375,0.9233773946762085
1227914,786.7899780273438,0.8295272588729858
535590,772.2369995117188,0.8283253312110901
1571889,872.261962890625,0.8832131624221802
3729162,1149.281982421875,0.905348539352417
1404042,993.3489990234375,0.8308293223381042
826657,910.3720092773438,0.8690905570983887
1664778,932.9410400390625,0.8605769276618958
1978405,942.9920043945312,0.9177684187889099
3292298,955.9539794921875,0.8974359035491943
1058845,823.0670166015625,0.7908653616905212
1979570,952.5999755859375,0.9194711446762085
1404042,993.3489990234375,0.8308293223381042
767778,691.1589965820312,0.7248597741127014
1404042,995.323974609375,0.8493589758872986
1691442,829.2449951171875,0.9064503312110901
5742730,1914.2330322265625,0.8351362347602844
2101642,1133.9329833984375,0.8574719429016113
6780298,1765.678955078125,0.7007211446762085
15037834,2427.56591796875,0.9234775900840759
652329,681.89794921875,0.8484575152397156
767778,705.791015625,0.7348757982254028
4166026,1319.89794921875,0.9116586446762085
1691442,832.1810302734375,0.9094551205635071
21547914,2561.5,0.9060496687889099
535590,757.6650390625,0.8133012652397156
1575993,856.4530029296875,0.8839142918586731
2611002,952.9500122070312,0.9068509340286255
1691442,765.1129760742188,0.9026442170143127
1691442,812.552001953125,0.9090544581413269
1691442,812.458984375,0.9044471383094788
2490930,949.217041015625,0.9061498641967773
2611002,955.1019897460938,0.9107571840286255
2495553,998.3260498046875,0.8941305875778198
1575993,856.4530029296875,0.8839142918586731
3553034,899.64501953125,0.9035456776618958
1691442,812.458984375,0.9044471383094788
3729162,1150.48291015625,0.9033453464508057
1575993,856.4530029296875,0.8839142918586731
1575993,857.2440185546875,0.8645833134651184
2022804,1185.5889892578125,0.9085536599159241
1006794,544.1790161132812,0.9038461446762085
5793546,1304.9949951171875,0.9115585088729858
1575993,855.8909912109375,0.8774038553237915
3729162,1149.281982421875,0.905348539352417
1691442,812.458984375,0.9044471383094788
3468426,1138.8590087890625,0.9057492017745972
3468426,1139.89697265625,0.8989382982254028
940938,557.498046875,0.8970352411270142
3553034,895.9749755859375,0.90234375
3553034,906.2340087890625,0.9087539911270142
1691442,812.552001953125,0.9090544581413269
3468426,1176.6220703125,0.8903245329856873
2782516,1122.8900146484375,0.9233773946762085
3989898,1082.470947265625,0.9190705418586731
1574703,830.4749755859375,0.8952323794364929
14000266,2552.7431640625,0.9074519276618958
22257802,3222.0390625,0.9063501358032227
11215242,2225.97119140625,0.10006009787321091
3292298,994.635986328125,0.9156650900840759
2155680,1160.028076171875,0.9098557829856873
1457034,676.3590087890625,0.897536039352417
2785463,1156.2900390625,0.8974359035491943
12962698,2777.51611328125,0.8932291865348816
1574703,830.4749755859375,0.8952323794364929
12962698,2776.176025390625,0.9013421535491943
875082,602.3270263671875,0.10006009787321091
20510346,2653.39990234375,0.8866186141967773
6230410,1505.928955078125,0.9119591116905212
1575993,855.8909912109375,0.8774038553237915
3468426,1139.7850341796875,0.8962339758872986
5793546,1340.1219482421875,0.9060496687889099
2495553,933.2540283203125,0.8886218070983887
2495553,999.4349975585938,0.9035456776618958
3468426,1176.155029296875,0.8882211446762085
1575993,786.5849609375,0.8849158883094788
2495553,930.0140380859375,0.8913261294364929
3989898,1084.239013671875,0.9232772588729858
1459254,897.655029296875,0.8739984035491943
940938,559.5069580078125,0.901442289352417
3468426,1176.6220703125,0.8903245329856873
5617418,1107.02392578125,0.9107571840286255
3468426,1139.7850341796875,0.8962339758872986
1575993,856.4530029296875,0.8839142918586731
5617418,1106.02392578125,0.9147636294364929
2495553,998.3260498046875,0.8941305875778198
5617418,1107.02392578125,0.9107571840286255
3468426,1176.6220703125,0.8903245329856873
1459254,836.5650024414062,0.8758012652397156
1575993,855.8909912109375,0.8774038553237915
5617418,1104.0889892578125,0.9162660241127014
1575993,856.4530029296875,0.8839142918586731
1575993,786.5849609375,0.8849158883094788
3729162,1149.281982421875,0.905348539352417
1459254,897.655029296875,0.8739984035491943
5793546,1306.0830078125,0.9059495329856873
3468426,1139.7850341796875,0.8962339758872986
2903234,1063.56689453125,0.9138621687889099
5793546,1340.1219482421875,0.9060496687889099
1691442,812.458984375,0.9044471383094788
5617418,1104.0889892578125,0.9162660241127014
1574703,835.875,0.8893229365348816
1459254,868.6519775390625,0.8647836446762085
14000266,2538.176025390625,0.8990384340286255
1574703,836.77099609375,0.8956330418586731
23295370,3066.8359375,0.9275841116905212
1459254,868.6519775390625,0.8647836446762085
1574703,836.77099609375,0.8956330418586731
22257802,3222.0390625,0.9063501358032227
14000266,2666.705078125,0.9237780570983887
2275260,1132.2130126953125,0.924879789352417
1574703,822.9920043945312,0.8970352411270142
4426762,1262.198974609375,0.9268830418586731
12962698,2777.51611328125,0.8932291865348816
2611002,969.927001953125,0.9125601053237915
13290378,1900.9200439453125,0.9046474099159241
2611002,970.2569580078125,0.9168669581413269
1574703,836.77099609375,0.8956330418586731
2495553,1013.45703125,0.8823117017745972
13290378,1904.02294921875,0.9081530570983887
13290378,1904.02294921875,0.9081530570983887
14000266,2547.1728515625,0.8994390964508057
21384074,2905.4091796875,0.9045472741127014
13290378,1904.02294921875,0.9081530570983887
21547914,2560.0791015625,0.9117588400840759
940938,573.1810302734375,0.9060496687889099
22257802,3217.10498046875,0.8894230723381042
12252810,2030.635986328125,0.8878205418586731
12962698,2727.0361328125,0.9048477411270142
5793546,1340.1219482421875,0.9060496687889099
1575993,816.43603515625,0.89453125
3292298,981.2839965820312,0.8849158883094788
1691442,812.4990234375,0.9073517918586731
2611002,952.9500122070312,0.9068509340286255
1459254,835.2550048828125,0.8887219429016113
5617418,1107.02392578125,0.9107571840286255
3292298,981.2839965820312,0.8849158883094788
3553034,910.9830322265625,0.9172676205635071
1575993,789.469970703125,0.8820112347602844
1575993,857.2440185546875,0.8645833134651184
1093514,692.0269775390625,0.9114583134651184
3729162,1114.5059814453125,0.9159655570983887
1751486,1025.1099853515625,0.9105569124221802
1006794,553.824951171875,0.9063501358032227
2495553,999.4349975585938,0.9035456776618958
3468426,1176.6220703125,0.8903245329856873
1575993,816.43603515625,0.89453125
940938,576.447021484375,0.9051482081413269
2495553,933.2540283203125,0.8886218070983887
3989898,1084.239013671875,0.9232772588729858
4342154,1513.657958984375,0.9122596383094788
3553034,906.2340087890625,0.9087539911270142
