total_parameters,total_training_time,test_accuracy
940430,746.030029296875,0.7991786599159241
2105744,1562.323974609375,0.8426482081413269
2277770,1543.06298828125,0.8918269276618958
999828,987.0369873046875,0.10006009787321091
709918,824.43701171875,0.8654847741127014
826657,795.0830078125,0.8548678159713745
826657,778.281982421875,0.8636819124221802
1404042,866.4039916992188,0.8601762652397156
1700385,1565.071044921875,0.8771033883094788
2101642,980.7429809570312,0.809495210647583
1700385,1565.6619873046875,0.8783053159713745
826657,795.0830078125,0.8548678159713745
1404042,860.2839965820312,0.8658854365348816
1232016,918.8509521484375,0.8080929517745972
942106,755.6080322265625,0.7947716116905212
2101642,1131.803955078125,0.8362379670143127
1840906,1017.197998046875,0.8734976053237915
1116567,957.991943359375,0.866286039352417
1700385,1565.5550537109375,0.8793069124221802
2453898,1852.3580322265625,0.8751001358032227
4705162,1699.2449951171875,0.8821113705635071
1700385,1498.761962890625,0.8885216116905212
1698709,1538.822021484375,0.8769030570983887
1404042,863.2119750976562,0.8722956776618958
1815834,1456.637939453125,0.8347355723381042
1580170,1098.635009765625,0.8764022588729858
940430,723.9110107421875,0.8063902258872986
1814158,1330.955078125,0.8288261294364929
2277770,1575.844970703125,0.887620210647583
1700385,1565.071044921875,0.8771033883094788
4705162,1570.06494140625,0.8853164911270142
1840906,1298.074951171875,0.8806089758872986
1116567,958.2989501953125,0.8635817170143127
1840906,1053.97802734375,0.8735977411270142
1700385,1565.6619873046875,0.8783053159713745
2538506,1445.7958984375,0.8359375
708242,812.989013671875,0.8637820482254028
1840906,996.208984375,0.8821113705635071
2957706,1458.73095703125,0.8379406929016113
2714634,1721.89404296875,0.8685897588729858
1664778,802.1510009765625,0.8084936141967773
2714634,1726.008056640625,0.8834134340286255
1664778,800.20703125,0.805588960647583
1815834,1456.637939453125,0.8347355723381042
2714634,1741.9219970703125,0.887620210647583
2453898,1871.112060546875,0.8787059187889099
1815834,1458.39794921875,0.8292267918586731
2101642,1202.43505859375,0.8345352411270142
1700385,1565.5550537109375,0.8793069124221802
826657,747.6090087890625,0.8728966116905212
826657,795.0830078125,0.8548678159713745
1116567,961.6480102539062,0.8737980723381042
999828,987.0369873046875,0.10006009787321091
999828,989.9010009765625,0.8571714758872986
2975370,1664.7960205078125,0.8373397588729858
1664778,782.5899658203125,0.8186097741127014
1143306,931.2059936523438,0.8613781929016113
708242,797.93603515625,0.8840144276618958
2105744,1623.073974609375,0.8322315812110901
1116567,955.072998046875,0.8777043223381042
826657,796.5059814453125,0.8665865659713745
1990295,1737.8179931640625,0.8880208134651184
1989005,1679.51904296875,0.8818109035491943
1404042,891.10400390625,0.8696914911270142
3995274,975.843017578125,0.680588960647583
1815834,1416.410888671875,0.8332331776618958
2714634,1773.988037109375,0.8873196840286255
3995274,975.843017578125,0.680588960647583
1814158,1435.075927734375,0.8315304517745972
2975370,1633.886962890625,0.831129789352417
1814158,1392.908935546875,0.8215144276618958
1116567,936.1090087890625,0.8681890964508057
1990295,1730.7900390625,0.8816105723381042
2975370,1663.083984375,0.8414463400840759
1116567,957.991943359375,0.866286039352417
1524248,1226.93701171875,0.8297275900840759
1232016,910.8900146484375,0.8213140964508057
2277770,1575.0889892578125,0.8937299847602844
2538506,1392.705078125,0.8337339758872986
11925130,2543.949951171875,0.6264022588729858
1116567,957.991943359375,0.866286039352417
2101642,943.4660034179688,0.8231169581413269
1990295,1722.3079833984375,0.8866186141967773
1232016,903.4210205078125,0.8184094429016113
2975370,1663.083984375,0.8414463400840759
1404042,864.5169677734375,0.8696914911270142
1840906,1053.97802734375,0.8735977411270142
2714634,1721.89404296875,0.8685897588729858
709918,825.009033203125,0.8655849099159241
1990295,1728.791015625,0.8663862347602844
1404042,863.2119750976562,0.8722956776618958
2538506,1377.4210205078125,0.8325320482254028
1840906,1013.135986328125,0.8726963400840759
2101642,1202.43505859375,0.8345352411270142
2714634,1775.89892578125,0.8939303159713745
2105744,1561.5439453125,0.8328325152397156
999828,987.0369873046875,0.10006009787321091
3831434,1410.18505859375,0.8608773946762085
1664778,798.824951171875,0.79296875
2277770,1530.197021484375,0.8832131624221802
2538506,1348.5899658203125,0.8336338400840759
2105744,1617.8779296875,0.8390424847602844
1232016,848.7669677734375,0.8276242017745972
826657,795.0830078125,0.8548678159713745
824981,752.676025390625,0.8636819124221802
2101642,965.0390014648438,0.8192107081413269
