total_parameters,total_training_time,test_accuracy
774986,670.3189697265625,0.795973539352417
6315018,1384.0849609375,0.9306890964508057
1727946,977.4429931640625,0.9241786599159241
2100932,1028.967041015625,0.9086538553237915
1177268,898.5250244140625,0.735276460647583
1061819,948.1699829101562,0.8591746687889099
1177268,899.6619873046875,0.7362780570983887
3989898,1276.180908203125,0.9194711446762085
4250634,1217.198974609375,0.921875
15911562,2972.287109375,0.9314903616905212
16949130,2774.446044921875,0.9271835088729858
5124362,1488.7449951171875,0.9258813858032227
1225226,761.1109619140625,0.9206730723381042
1807178,827.7230224609375,0.9255809187889099
1662090,1000.4869995117188,0.9200721383094788
1443658,1089.923095703125,0.9237780570983887
2244042,1052.18798828125,0.9310897588729858
1291082,746.2569580078125,0.917067289352417
2100932,1028.967041015625,0.9086538553237915
2100932,1028.967041015625,0.9086538553237915
5878154,1231.4530029296875,0.9129607081413269
2716227,995.43896484375,0.9094551205635071
1291082,736.8179931640625,0.9114583134651184
15911562,2977.39306640625,0.9320913553237915
16949130,2774.446044921875,0.9271835088729858
4426762,1411.60107421875,0.9250801205635071
3989898,1278.56005859375,0.9241786599159241
2386711,1173.0369873046875,0.9226762652397156
4250634,1217.9200439453125,0.9250801205635071
6315018,1379.0980224609375,0.9136618375778198
23459210,2994.946044921875,0.9154647588729858
2186250,1031.428955078125,0.7865585088729858
15201674,2337.925048828125,0.9172676205635071
1291082,741.7440185546875,0.9206730723381042
1177268,898.5250244140625,0.735276460647583
1807178,828.1719970703125,0.9242788553237915
1177268,907.916015625,0.7376803159713745
2100932,1031.89794921875,0.9075520634651184
1072650,628.6279907226562,0.9035456776618958
1177268,907.916015625,0.7376803159713745
556554,550.1170043945312,0.7512019276618958
7817866,1914.304931640625,0.7849559187889099
6944138,1710.1619873046875,0.7088341116905212
3989898,1247.35400390625,0.9186698794364929
556554,548.968017578125,0.6998196840286255
3018683,1148.778076171875,0.9160656929016113
556554,548.968017578125,0.6998196840286255
25206666,3423.9169921875,0.9329928159713745
5124362,1487.68798828125,0.926682710647583
1061819,948.1699829101562,0.8591746687889099
16949130,2774.446044921875,0.9271835088729858
1177268,898.5250244140625,0.735276460647583
15037834,2750.51416015625,0.9265825152397156
15201674,2355.89599609375,0.9207732081413269
2186250,1005.7540283203125,0.7506009340286255
490698,562.7230224609375,0.856370210647583
3024596,1158.3900146484375,0.9125601053237915
3024596,1155.485107421875,0.91796875
16949130,2771.18310546875,0.9259815812110901
4250634,1198.18603515625,0.9158653616905212
24332938,3213.27783203125,0.9282852411270142
16949130,2763.89208984375,0.9280849099159241
2100932,1031.89794921875,0.9075520634651184
7188746,1682.927001953125,0.9308894276618958
1177268,898.5250244140625,0.735276460647583
3813770,1065.6090087890625,0.9119591116905212
556554,536.7429809570312,0.745192289352417
3813770,1065.6090087890625,0.9119591116905212
16075402,2604.656005859375,0.9121594429016113
1804596,863.197998046875,0.8930288553237915
774986,669.7890014648438,0.7953726053237915
774986,668.6610107421875,0.7926682829856873
1006794,634.89794921875,0.8840144276618958
5906570,1875.8919677734375,0.8651843070983887
6944138,1710.1619873046875,0.7088341116905212
1072650,627.5770263671875,0.8904246687889099
6944138,1710.1619873046875,0.7088341116905212
6944138,1717.51904296875,0.6456330418586731
2186250,1017.95703125,0.46274039149284363
2186250,1017.95703125,0.46274039149284363
1061819,945.7520141601562,0.8634815812110901
1177268,899.6619873046875,0.7362780570983887
2370574,1182.575927734375,0.9222756624221802
774986,665.291015625,0.7943710088729858
927562,799.7540283203125,0.8864182829856873
3020492,1168.7650146484375,0.9156650900840759
1006794,650.9100341796875,0.897536039352417
2100932,1028.967041015625,0.9086538553237915
1072650,634.093017578125,0.90234375
1985483,1064.572021484375,0.8878205418586731
1509514,859.6199951171875,0.9204727411270142
2100932,1028.967041015625,0.9086538553237915
24332938,3177.8681640625,0.9274839758872986
15201674,2321.89404296875,0.9171674847602844
6315018,1396.0880126953125,0.9201722741127014
4250634,1210.9969482421875,0.9215745329856873
1291082,740.3380126953125,0.9164663553237915
1291082,738.9730224609375,0.9185696840286255
2104842,786.8690185546875,0.9076522588729858
1588746,699.85400390625,0.9069511294364929
2100932,1027.761962890625,0.9091546535491943
2100932,1031.89794921875,0.9075520634651184
