total_parameters,total_training_time,test_accuracy
1225226,688.4819946289062,0.9205729365348816
3989898,1057.929931640625,0.9254807829856873
1664778,932.9410400390625,0.8605769276618958
1060010,801.1320190429688,0.7668269276618958
1058845,818.8209838867188,0.8018830418586731
6780298,1793.864013671875,0.7550080418586731
1969346,993.9990234375,0.9137620329856873
1006794,573.5040283203125,0.9038461446762085
1969346,993.9990234375,0.9137620329856873
5906570,1537.9859619140625,0.6721754670143127
1925514,926.10498046875,0.760817289352417
1225226,705.7569580078125,0.9097555875778198
1060010,801.1320190429688,0.7668269276618958
709130,623.39697265625,0.7833533883094788
1351596,1003.6290283203125,0.8117988705635071
1925514,909.8499755859375,0.8126001358032227
643274,630.1490478515625,0.8642828464508057
3989898,1126.10693359375,0.9126602411270142
2362378,1061.70703125,0.8122996687889099
424842,503.6419982910156,0.8562700152397156
861706,741.7319946289062,0.8873196840286255
1664778,972.5989990234375,0.8534655570983887
1349920,1011.43701171875,0.8088942170143127
2561039,1250.0029296875,0.9280849099159241
1058845,832.2310180664062,0.7975761294364929
2538506,1652.7490234375,0.8881210088729858
709130,624.06396484375,0.7808493375778198
1691442,795.6700439453125,0.9086538553237915
652329,663.85595703125,0.8206129670143127
1925514,938.416015625,0.7853565812110901
3989898,1099.381103515625,0.9205729365348816
643274,630.1490478515625,0.8642828464508057
1060010,850.3270263671875,0.7580128312110901
490698,501.85198974609375,0.7609174847602844
767778,641.68896484375,0.7518028616905212
1925514,943.0590209960938,0.7791466116905212
1925514,877.469970703125,0.7560096383094788
709130,619.675048828125,0.7830528616905212
1488650,769.9959716796875,0.7409855723381042
1225226,705.7569580078125,0.9097555875778198
1060010,803.3590087890625,0.7700320482254028
1225226,705.7259521484375,0.9100561141967773
709130,623.39697265625,0.7833533883094788
709130,624.06396484375,0.7808493375778198
15037834,2348.1328125,0.9274839758872986
6780298,1682.299072265625,0.7892628312110901
709130,619.675048828125,0.7830528616905212
1932573,1567.866943359375,0.8394430875778198
1060010,828.9400024414062,0.7859575152397156
1979570,938.9660034179688,0.9067507982254028
1060010,801.7030029296875,0.7655248641967773
1058845,832.2310180664062,0.7975761294364929
1488650,758.0589599609375,0.7190504670143127
1225226,705.7569580078125,0.9097555875778198
1979570,926.98095703125,0.9113581776618958
1925514,941.0449829101562,0.7751402258872986
2362378,1092.22998046875,0.8048878312110901
2362378,1083.72900390625,0.7927684187889099
1978405,955.77001953125,0.9093549847602844
1925514,941.0449829101562,0.7751402258872986
709130,623.39697265625,0.7833533883094788
1925514,891.1019897460938,0.727463960647583
1060010,801.7030029296875,0.7655248641967773
3190689,1250.7109375,0.9313902258872986
15037834,2337.56494140625,0.9319911599159241
3989898,1097.35791015625,0.9173678159713745
4863626,1865.06201171875,0.9275841116905212
1979570,938.9660034179688,0.9067507982254028
1443658,816.0999755859375,0.9214743375778198
767778,627.89404296875,0.6765825152397156
709130,619.675048828125,0.7830528616905212
1979570,975.134033203125,0.9102563858032227
1443658,783.8939819335938,0.9191706776618958
1225226,677.60400390625,0.920973539352417
1925514,922.6810302734375,0.8077924847602844
1488650,753.9609985351562,0.7847555875778198
1979570,926.98095703125,0.9113581776618958
944561,835.073974609375,0.8689903616905212
1979570,996.5469970703125,0.9046474099159241
15037834,2438.5849609375,0.9249799847602844
1225226,705.7569580078125,0.9097555875778198
709130,623.39697265625,0.7833533883094788
2799242,1225.93408203125,0.8210136294364929
942106,865.468994140625,0.875901460647583
767778,625.9150390625,0.7162460088729858
767778,707.2259521484375,0.7303686141967773
490698,494.57501220703125,0.7525039911270142
1925514,941.177001953125,0.7915664911270142
1979570,926.98095703125,0.9113581776618958
1488650,768.3270263671875,0.7387820482254028
643274,627.2310180664062,0.8713942170143127
1058845,832.0859985351562,0.7904647588729858
1925514,938.416015625,0.7853565812110901
1925514,911.9710083007812,0.7930688858032227
1488650,769.9959716796875,0.7409855723381042
1978405,947.115966796875,0.9176682829856873
767778,630.2750244140625,0.7076321840286255
4426762,1259.26904296875,0.9186698794364929
1443658,798.0709838867188,0.9231770634651184
1488650,722.0780029296875,0.7426882982254028
2852133,1815.5479736328125,0.9124599099159241
1225226,703.781982421875,0.9155648946762085
767778,705.97998046875,0.7339743375778198
709130,601.406005859375,0.7975761294364929
767778,705.791015625,0.7348757982254028
709130,623.39697265625,0.7833533883094788
3989898,1103.593017578125,0.9255809187889099
1060010,801.1320190429688,0.7668269276618958
1225226,685.925048828125,0.9172676205635071
490698,491.75701904296875,0.7559094429016113
709130,623.39697265625,0.7833533883094788
1687338,831.7429809570312,0.8986378312110901
944561,834.1629638671875,0.8663862347602844
490698,472.531982421875,0.7323718070983887
1925514,891.1019897460938,0.727463960647583
4426762,1226.136962890625,0.9285857081413269
1925514,891.0650024414062,0.7641226053237915
1979570,938.9660034179688,0.9067507982254028
1925514,941.0449829101562,0.7751402258872986
1978405,953.470947265625,0.9120593070983887
1347465,984.0009765625,0.8154046535491943
1058845,832.0859985351562,0.7904647588729858
1925514,939.8680419921875,0.7983773946762085
1925514,939.8150024414062,0.7932692170143127
1225226,703.781982421875,0.9155648946762085
1055879,827.7860107421875,0.8034855723381042
1055879,804.030029296875,0.801682710647583
1978405,953.5549926757812,0.9120593070983887
1925514,891.6829833984375,0.7811498641967773
1225226,703.781982421875,0.9155648946762085
1225226,705.7259521484375,0.9100561141967773
1925514,938.416015625,0.7853565812110901
1925514,936.9290161132812,0.7983773946762085
1979570,936.8880004882812,0.9099559187889099
1925514,938.416015625,0.7853565812110901
1060010,801.7030029296875,0.7655248641967773
2362378,1073.3900146484375,0.8127003312110901
490698,500.4630126953125,0.7498998641967773
1060010,801.7030029296875,0.7655248641967773
1443658,798.0709838867188,0.9231770634651184
1488650,729.2979736328125,0.35667067766189575
709130,624.06396484375,0.7808493375778198
1925514,938.416015625,0.7853565812110901
2362378,1043.9969482421875,0.8169070482254028
490698,484.5299987792969,0.7664262652397156
1488650,769.9959716796875,0.7409855723381042
1925514,939.8680419921875,0.7983773946762085
709130,623.39697265625,0.7833533883094788
1978405,953.5549926757812,0.9120593070983887
1925514,891.1890258789062,0.7606169581413269
651039,695.5750122070312,0.8533653616905212
1227914,785.6380004882812,0.7984775900840759
1691442,796.9749755859375,0.9115585088729858
944561,835.43701171875,0.8688902258872986
1225226,705.7569580078125,0.9097555875778198
1969346,994.7860107421875,0.9117588400840759
1225226,685.64501953125,0.913161039352417
767778,705.791015625,0.7348757982254028
3193655,1266.81103515625,0.9298878312110901
4426762,1247.1920166015625,0.9285857081413269
490698,472.531982421875,0.7323718070983887
709130,615.8560180664062,0.8010817170143127
1933738,1535.824951171875,0.8261218070983887
1925514,938.416015625,0.7853565812110901
1979570,938.9660034179688,0.9067507982254028
709130,624.06396484375,0.7808493375778198
1060010,803.3590087890625,0.7700320482254028
944561,834.1629638671875,0.8663862347602844
1058845,832.279052734375,0.7894631624221802
1225226,705.7259521484375,0.9100561141967773
1925514,891.0650024414062,0.7641226053237915
1925514,943.0590209960938,0.7791466116905212
490698,484.5299987792969,0.7664262652397156
1925514,911.5379638671875,0.809495210647583
1925514,902.9119873046875,0.7994791865348816
1060010,852.0280151367188,0.7824519276618958
1925514,943.0590209960938,0.7791466116905212
1969346,995.6390380859375,0.9148637652397156
1443658,799.8569946289062,0.9213742017745972
1968181,977.7579956054688,0.9159655570983887
1925514,910.22998046875,0.6682692170143127
1979570,926.98095703125,0.9113581776618958
2799242,1221.9970703125,0.8160055875778198
1979570,926.98095703125,0.9113581776618958
1925514,941.177001953125,0.7915664911270142
3989898,1096.02392578125,0.9177684187889099
1058845,832.0859985351562,0.7904647588729858
1978405,926.6799926757812,0.9213742017745972
1925514,941.0449829101562,0.7751402258872986
1348755,987.7239990234375,0.8140023946762085
1225226,703.781982421875,0.9155648946762085
1925514,893.31201171875,0.7874599099159241
1060010,801.7030029296875,0.7655248641967773
2799242,1568.9329833984375,0.8354367017745972
1925514,936.9290161132812,0.7983773946762085
5742730,1994.333984375,0.8814102411270142
490698,478.67999267578125,0.7369791865348816
1978405,953.470947265625,0.9120593070983887
1060010,824.1739501953125,0.782151460647583
1925514,936.9290161132812,0.7983773946762085
490698,490.73101806640625,0.7593148946762085
1925514,938.416015625,0.7853565812110901
1979570,926.98095703125,0.9113581776618958
767778,641.2059936523438,0.7596153616905212
651039,692.4420166015625,0.8651843070983887
3989898,1062.85400390625,0.9195713400840759
1925514,938.416015625,0.7853565812110901
1060010,801.1320190429688,0.7668269276618958
1925514,891.1019897460938,0.727463960647583
1925514,938.416015625,0.7853565812110901
2259256,1140.055908203125,0.9192708134651184
2561039,1250.0029296875,0.9280849099159241
2269453,1092.48291015625,0.9219751358032227
650520,727.14501953125,0.8649839758872986
490698,478.67999267578125,0.7369791865348816
651039,713.833984375,0.8633813858032227
643274,630.8250122070312,0.8594751358032227
1058845,832.2310180664062,0.7975761294364929
1058845,832.0859985351562,0.7904647588729858
5032842,1255.56298828125,0.5766226053237915
709130,624.06396484375,0.7808493375778198
1058845,832.0859985351562,0.7904647588729858
1979570,926.98095703125,0.9113581776618958
1225226,705.7569580078125,0.9097555875778198
1979570,926.98095703125,0.9113581776618958
1925514,943.0590209960938,0.7791466116905212
943396,879.0079956054688,0.8620793223381042
1145994,858.3250122070312,0.8231169581413269
1969346,995.6390380859375,0.9148637652397156
1225226,703.781982421875,0.9155648946762085
1925514,901.3809814453125,0.7973757982254028
1060010,801.1320190429688,0.7668269276618958
2362378,1041.841064453125,0.8165063858032227
1058845,832.2310180664062,0.7975761294364929
1979570,951.9970092773438,0.9153645634651184
1925514,909.8499755859375,0.8126001358032227
1488650,757.7169799804688,0.6461338400840759
709130,618.009033203125,0.7902644276618958
709130,624.06396484375,0.7808493375778198
767778,630.2750244140625,0.7076321840286255
1060010,803.3590087890625,0.7700320482254028
1925514,922.6810302734375,0.8077924847602844
1060010,801.7030029296875,0.7655248641967773
